x,j,-epsilon1*,epsilon2*,j1*,j2*,zeta*^2,n_t,n_parts
3.36,1.0,0.03455860721793926,0.11952717292583749,-0.013906798870118073,0.1939530581673857,0.01916475938170216,0.0002392485123044755,"{'29a': 17.779837100565416, '29b': 0.2658316803383016, '29c': 0.0002392485123044755, '29d': 1.7860887785395514, 'j_min': 0.02592078517329288}"
3.36,0.401,0.11266713008295616,0.5878278819129887,-11.538270129941159,4.195637929622314,0.004487149816213146,0.0005680727986698205,"{'29a': 0.73512418248122, '29b': 0.0005680727986698205, '29c': 0.0033433788228240616, '29d': 0.0038168078755944066, 'j_min': 0.02592078517329288}"
3.36,0.161,0.22047958840732554,2.9104357562431384,-436.6339236197697,56.40166453777103,0.0007781463678129691,3.1435194923886806e-06,"{'29a': 0.02998782987097865, '29b': 3.1435194923886806e-06, '29c': 3.604043840615825e-05, '29d': 2.1120902081085795e-05, 'j_min': 0.02592078517329288}"
3.36,0.065,0.4536164589312343,16.44255938519897,-12718.248092093365,603.4881538756446,0.0001311011985224321,2.7457595378290288e-08,"{'29a': 0.0009395550577574267, '29b': 2.7457595378290288e-08, '29c': 3.902520573521021e-07, '29d': 1.8448404241523235e-07, 'j_min': 0.02592078517329288}"
3.36,0.026,0.5589014181140685,72.08346915416571,-105989.53592526253,2129.514381512432,1.9872873533181243e-05,2.205153597800555e-09,"{'29a': 4.888658646432825e-05, '29b': 2.205153597800555e-09, '29c': 3.398908205601252e-08, '29d': 1.4816142647013954e-08, 'j_min': 0.02592078517329288}"
3.31,1.0,0.03422196534367288,0.11823236712642839,-0.013030007296906685,0.18997701050450022,0.019264006326936537,0.0002493678212620174,"{'29a': 17.63460500151041, '29b': 0.27707535695779245, '29c': 0.0002493678212620174, '29d': 1.8339352965287488, 'j_min': 0.025727231467843562}"
3.31,0.401,0.1119901164039512,0.5847194709178707,-11.371562854552247,4.08745130000989,0.004504776492066404,0.0005985422576354488,"{'29a': 0.7210134958174002, '29b': 0.0005985422576354488, '29c': 0.003522706092299251, '29d': 0.003961693976663781, 'j_min': 0.025727231467843562}"
3.31,0.161,0.21920591650476215,2.8981124669198532,-430.4718544158722,54.93917364658842,0.0007811204544973554,3.3131092300262253e-06,"{'29a': 0.029349995260015728, '29b': 3.3131092300262253e-06, '29c': 3.798478406981375e-05, '29d': 2.1929153227170087e-05, 'j_min': 0.025727231467843562}"
3.31,0.065,0.4509255915103014,16.375804524608256,-12542.394663896448,587.8684085290145,0.00013158313044060683,2.8936083933050005e-08,"{'29a': 0.0009192491024563866, '29b': 2.8936083933050005e-08, '29c': 4.112656673320464e-07, '29d': 1.9152517297387307e-07, 'j_min': 0.025727231467843562}"
3.31,0.026,0.5599727896278066,71.78525099837786,-104477.65364054228,2073.838320612779,1.9952078691757115e-05,2.3251459009061858e-09,"{'29a': 4.783745417228681e-05, '29b': 2.3251459009061858e-09, '29c': 3.583858054011588e-08, '29d': 1.538991841089845e-08, 'j_min': 0.025727231467843562}"
3.27,1.0,0.033949142292549014,0.11719341724558045,-0.012336747124398006,0.18682578349299722,0.019345186876269623,0.00025785103855354905,"{'29a': 17.517478266234438, '29b': 0.28650115394838305, '29c': 0.00025785103855354905, '29d': 1.873411194003519, 'j_min': 0.02557133299223957}"
3.27,0.401,0.11144313888202097,0.5822157065978583,-11.23839358908426,4.001728926017626,0.004519146614431993,0.0006244600607128604,"{'29a': 0.7097578241306295, '29b': 0.0006244600607128604, '29c': 0.003675244700284084, '29d': 0.004083301068163787, 'j_min': 0.02557133299223957}"
3.27,0.161,0.218176941405733,2.888151137703739,-425.5482225086163,53.78072021035684,0.000783542912605487,3.4573772690236476e-06,"{'29a': 0.028842851300531897, '29b': 3.4573772690236476e-06, '29c': 3.963881655984704e-05, '29d': 2.260755040047465e-05, 'j_min': 0.02557133299223957}"
3.27,0.065,0.4487490925721084,16.321804153403917,-12401.837531391366,575.4966767165005,0.00013197562081718978,3.019356263481708e-08,"{'29a': 0.0009031121780888354, '29b': 3.019356263481708e-08, '29c': 4.291380863723918e-07, '29d': 1.974336139571139e-07, 'j_min': 0.02557133299223957}"
3.27,0.026,0.5610788108454767,71.54400371255655,-103269.27797549687,2029.7425814235105,2.001687958122525e-05,2.427269923097901e-09,"{'29a': 4.700364557554812e-05, '29b': 2.427269923097901e-09, '29c': 3.741266670519135e-08, '29d': 1.5871749841604205e-08, 'j_min': 0.02557133299223957}"
3.23,1.0,0.03367311634094082,0.11615159125033873,-0.011650789787499073,0.18370089307376516,0.019427999718367343,0.0002666981321777518,"{'29a': 17.39951869266406, '29b': 0.29633125797527476, '29c': 0.0002666981321777518, '29d': 1.9139907670821419, 'j_min': 0.02541447758660406}"
3.23,0.401,0.11088922736231678,0.5796930593171518,-11.105390401305867,3.916744732194672,0.004533747597319942,0.0006518526929101607,"{'29a': 0.6985401314960811, '29b': 0.0006518526929101607, '29c': 0.0038364633796581222, '29d': 0.0042102883248036505, 'j_min': 0.02541447758660406}"
3.23,0.161,0.21714013097079887,2.878103508401299,-420.63043216065796,52.63266601266012,0.0007860061970695829,3.6098508810032106e-06,"{'29a': 0.028338362080181763, '29b': 3.6098508810032106e-06, '29c': 4.138692591129829e-05, '29d': 2.3315870569955093e-05, 'j_min': 0.02541447758660406}"
3.23,0.065,0.44655649837679295,16.26730313746859,-12261.391806936588,563.2358566304023,0.00013237482465765785,3.1522409750407396e-08,"{'29a': 0.000887067041012558, '29b': 3.1522409750407396e-08, '29c': 4.480248575415654e-07, '29d': 2.0360187997276322e-07, 'j_min': 0.02541447758660406}"
